desc_id,model,layer,unit,desc_idx,description,auc,mad,p_value
Llama-3.1-8B-Instruct_L30_U738_D4,Llama-3.1-8B-Instruct,30,738,4,"Auxiliary devices or training processes that enhance or aid user interaction, specifically in activities involving computers, gaming, or technology, focusing on improving proficiency, accuracy, speed, or overall user experience",0.0168,-3.129754983184122,1.411298193630769e-07
Llama-3.1-8B-Instruct_L30_U738_D5,Llama-3.1-8B-Instruct,30,738,5,"Quantified measurements of something, often related to health, work, or finance",0.0119,-3.296822768893529,1.054019721866489e-07
Llama-3.1-8B-Instruct_L30_U1721_D1,Llama-3.1-8B-Instruct,30,1721,1,"End of text activations in a variety of contexts, including advertisements, product descriptions, discussions of software, and personal messages",0.8732,1.8886930943194329,4.795937439710055e-05
Llama-3.1-8B-Instruct_L30_U1721_D2,Llama-3.1-8B-Instruct,30,1721,2,End of sequence tokens,0.8331,0.6207995941636704,0.0002850971411767
Llama-3.1-8B-Instruct_L30_U1721_D3,Llama-3.1-8B-Instruct,30,1721,3,Real estate or property descriptions,0.4737,-1.5079691173600749,0.774889056396245
Llama-3.1-8B-Instruct_L30_U1721_D4,Llama-3.1-8B-Instruct,30,1721,4,"Questions, website addresses, locations, and specific words related to consequences, choices, ancestry, and insurance plans",0.4095,-0.6499217853563519,0.3244153096444766
Llama-3.1-8B-Instruct_L30_U1721_D5,Llama-3.1-8B-Instruct,30,1721,5,"End-of-sequence tokens, product specifications including brand names, quantities, and materials, and interface-related terms",0.3828000000000001,-0.2967239520667936,0.2018447455797978
Llama-3.1-8B-Instruct_L30_U1911_D1,Llama-3.1-8B-Instruct,30,1911,1,"Experiences, life events, challenges, life journeys, personal stories, and reflections, often with emotional or sentimental value",0.8068000000000001,0.8591132931001098,0.0008319280924539
Llama-3.1-8B-Instruct_L30_U1911_D2,Llama-3.1-8B-Instruct,30,1911,2,"Descriptions of biological, chemical, or medical entities, processes, studies or experiments, or software, websites, or computer programs, usually containing a specific name or term",0.5751,0.2375206060801652,0.4135588957358861
Llama-3.1-8B-Instruct_L30_U1911_D3,Llama-3.1-8B-Instruct,30,1911,3,"Leases, contracts, legal processes, insurance policies, division of assets (especially during divorce), company services, events, risks/errors/safety, finances, and travel",0.5074000000000001,0.0708218066223455,0.9361768086974942
Llama-3.1-8B-Instruct_L30_U1911_D4,Llama-3.1-8B-Instruct,30,1911,4,"Visual or aesthetic aspects of games, particularly icons and their animation and design, alongside game features and player experience",0.5004,0.0561156893435745,0.9969575594650568
Llama-3.1-8B-Instruct_L30_U1911_D5,Llama-3.1-8B-Instruct,30,1911,5,"Legal cases, medical treatment, recreational activities, interpersonal conflicts, and government regulations",0.4653,-0.0467612954237397,0.7058012065650161
Llama-3.1-8B-Instruct_L30_U2324_D1,Llama-3.1-8B-Instruct,30,2324,1,"Discussions about anxiety, opinions, reactions, and handling difficult situations or topics",0.0425,-2.648554842671069,6.235466023326236e-07
Llama-3.1-8B-Instruct_L30_U2324_D2,Llama-3.1-8B-Instruct,30,2324,2,"Temporal expressions related to points or periods of time, such as days, months, or seasons",0.0232,-2.753160272749727,2.0577285206453305e-07
Llama-3.1-8B-Instruct_L30_U2324_D3,Llama-3.1-8B-Instruct,30,2324,3,"Future impact on individuals or groups, particularly in educational, organizational, or personal contexts",0.0108,-3.546148875532673,9.86790871667939e-08
Llama-3.1-8B-Instruct_L30_U2324_D4,Llama-3.1-8B-Instruct,30,2324,4,"Situations where an entity (such as a person, organization, or place) increases a particular metric, often in competition with others or in response to external pressures",0.0081,-3.66404037717561,8.389003725369119e-08
Llama-3.1-8B-Instruct_L30_U2324_D5,Llama-3.1-8B-Instruct,30,2324,5,"A description of food or a product with features, often mentioning numbers or measurements",0.0061,-4.199439056537695,7.43433339342702e-08
Llama-3.1-8B-Instruct_L30_U2589_D1,Llama-3.1-8B-Instruct,30,2589,1,"Numbers, names, locations, and dates relating to a product, project, or feature update",0.0945,-1.3802672397746254,9.996284408021257e-06
Llama-3.1-8B-Instruct_L30_U2589_D2,Llama-3.1-8B-Instruct,30,2589,2,"Numbers, especially related to products and their characteristics",0.0228,-2.3071373495603757,2.0100759771977238e-07
Llama-3.1-8B-Instruct_L30_U2589_D3,Llama-3.1-8B-Instruct,30,2589,3,"Numbers, often related to measurements of length or quantity, appearing near geographic locations or proper nouns, or sometimes near food items",0.0174,-2.824883186484139,1.4623764006762738e-07
Llama-3.1-8B-Instruct_L30_U2589_D4,Llama-3.1-8B-Instruct,30,2589,4,"Themes of music, hairstyles, makeup, hobbies, and other personal topics related to style, taste, design, or creative pursuits, often with an element of nostalgia or reflection on past experiences and a sense of looking towards the future",0.0067,-3.1795114755245675,7.709097913210274e-08
Llama-3.1-8B-Instruct_L30_U2589_D5,Llama-3.1-8B-Instruct,30,2589,5,"Academic fields, disciplines, or specializations, especially those related to higher education",0.0045,-3.336857847647181,6.747193827297039e-08
Llama-3.1-8B-Instruct_L30_U3461_D1,Llama-3.1-8B-Instruct,30,3461,1,"Measurements, dimensions, and material properties of metal sheets and coils",0.4775,-0.0274281056413258,0.806777094223933
Llama-3.1-8B-Instruct_L30_U3461_D2,Llama-3.1-8B-Instruct,30,3461,2,"Locations, especially in the United States",0.4115,-0.2085696325902277,0.3352286002204123
Llama-3.1-8B-Instruct_L30_U3461_D3,Llama-3.1-8B-Instruct,30,3461,3,"Academic programs, degrees, or education and their impact on individuals or communities",0.2047,-0.8382764191175015,0.0012969288796781
Llama-3.1-8B-Instruct_L30_U3461_D4,Llama-3.1-8B-Instruct,30,3461,4,"Processes related to business, services, and agreements",0.1472,-1.126253550774247,0.0001214882610057
Llama-3.1-8B-Instruct_L30_U3461_D5,Llama-3.1-8B-Instruct,30,3461,5,"Personal care, beauty, and health, sometimes involving a specific individual, location, or product",0.147,-1.1883182568595136,0.0001204137181789
Llama-3.1-8B-Instruct_L30_U3828_D1,Llama-3.1-8B-Instruct,30,3828,1,"Locations, proper nouns related to people, organizations, and events, and numbers",0.3615,-0.3801552802591169,0.1314597508023327
Llama-3.1-8B-Instruct_L30_U3828_D2,Llama-3.1-8B-Instruct,30,3828,2,"Concepts of learning, development, and growth, often related to personal or professional journeys, with a focus on the positive impact of experiences and mentorship",0.3477,-0.3774854000494512,0.09717279300331
Llama-3.1-8B-Instruct_L30_U3828_D3,Llama-3.1-8B-Instruct,30,3828,3,"Cosmetic products or procedures, their effects, and/or their descriptions",0.3016999999999999,-0.5868682181362428,0.030782492551127
Llama-3.1-8B-Instruct_L30_U3828_D4,Llama-3.1-8B-Instruct,30,3828,4,"Requirements, needs, or opportunities related to education, career, services, or business, sometimes with a focus on skills or training",0.2535,-0.7744211122820671,0.0072530372803516
Llama-3.1-8B-Instruct_L30_U3828_D5,Llama-3.1-8B-Instruct,30,3828,5,"Initial stages of a business, particularly in IT and software/web development, emphasizing online tools and services",0.1424999999999999,-1.1994245326392523,9.847927599835456e-05
Llama-3.1-8B-Instruct_L30_U4971_D1,Llama-3.1-8B-Instruct,30,4971,1,"Locations and venues, often with descriptions of their amenities or features",0.8389,1.088997010559896,0.0002227889198456
Llama-3.1-8B-Instruct_L30_U4971_D2,Llama-3.1-8B-Instruct,30,4971,2,"A positive quality, often related to perfection, in a description of something",0.7188000000000001,0.6007334860920357,0.0171621975566942
Llama-3.1-8B-Instruct_L30_U4971_D3,Llama-3.1-8B-Instruct,30,4971,3,"Financial, economic, or market information, including market analysis, investment strategies, or business performance",0.5003,-0.0241408631855599,0.9978268256098962
Llama-3.1-8B-Instruct_L30_U4971_D4,Llama-3.1-8B-Instruct,30,4971,4,Discussions of a notable person's involvement in a significant event,0.4488999999999999,-0.1182933490629422,0.5780918159514254
Llama-3.1-8B-Instruct_L30_U4971_D5,Llama-3.1-8B-Instruct,30,4971,5,"Numbers, often related to measurements, specifications, or quantities, in various contexts such as product descriptions, technical details, and real estate information",0.3841,-0.3355590889973596,0.2068946996185164
Llama-3.1-8B-Instruct_L30_U5245_D1,Llama-3.1-8B-Instruct,30,5245,1,"Dates, times, and locations",0.937,1.551887163725662,1.9317457637983516e-06
Llama-3.1-8B-Instruct_L30_U5245_D2,Llama-3.1-8B-Instruct,30,5245,2,"Locations, organizations, and people",0.9163,1.358694253082858,5.762628797732401e-06
Llama-3.1-8B-Instruct_L30_U5245_D3,Llama-3.1-8B-Instruct,30,5245,3,"Real estate, rental properties, or accomodations",0.8943,1.129999840786363,1.7450980147897128e-05
Llama-3.1-8B-Instruct_L30_U5245_D4,Llama-3.1-8B-Instruct,30,5245,4,"Items made of steel, heavy duty items, boots, and the number 9",0.8713000000000001,1.1786224522174087,5.2400180327936346e-05
Llama-3.1-8B-Instruct_L30_U5245_D5,Llama-3.1-8B-Instruct,30,5245,5,"Discussions of phone or computer communication, often involving specific names or technical vocabulary",0.7606,0.5694380916272239,0.0045310133045707
Llama-3.1-8B-Instruct_L30_U6472_D1,Llama-3.1-8B-Instruct,30,6472,1,"End-of-sequence tokens following descriptions of services, products, or academic programs",0.9944,3.8093005412986263,7.212630106292319e-08
Llama-3.1-8B-Instruct_L30_U6472_D2,Llama-3.1-8B-Instruct,30,6472,2,End of text/product description,0.9207,1.5537065160591057,4.586742279573556e-06
Llama-3.1-8B-Instruct_L30_U6472_D3,Llama-3.1-8B-Instruct,30,6472,3,"Locations, events, or entities and their associated details",0.8989,1.3364777326014827,1.3905453529864868e-05
Llama-3.1-8B-Instruct_L30_U6472_D4,Llama-3.1-8B-Instruct,30,6472,4,Possessives or the beginning of numbered lists,0.8534,1.463545154203306,0.0001182914594962
Llama-3.1-8B-Instruct_L30_U6472_D5,Llama-3.1-8B-Instruct,30,6472,5,"Recommendations or suggestions, sometimes related to trying, getting, or looking at something",0.7928,0.9037559460235066,0.0014255773700564
Llama-3.1-8B-Instruct_L30_U6892_D1,Llama-3.1-8B-Instruct,30,6892,1,Medical or scientific research and analysis,0.6063000000000001,0.5059188931368823,0.2470431261654201
Llama-3.1-8B-Instruct_L30_U6892_D2,Llama-3.1-8B-Instruct,30,6892,2,"A discussion of stages and acts relating to life, business, and other ventures, especially in relation to providing support, resources, or training",0.4826,-0.0700125073594622,0.8500748337480704
Llama-3.1-8B-Instruct_L30_U6892_D3,Llama-3.1-8B-Instruct,30,6892,3,"Experiences related to historical events, locations, or figures, with a focus on historical accounts and personal narratives",0.1120999999999999,-2.2017718827553825,2.3840325373295173e-05
Llama-3.1-8B-Instruct_L30_U6892_D4,Llama-3.1-8B-Instruct,30,6892,4,"Software, tools, or applications for robotics, or the operation of or modification to vehicles or electronic devices",0.1102,-1.2453543869847443,2.1741970920869013e-05
Llama-3.1-8B-Instruct_L30_U6892_D5,Llama-3.1-8B-Instruct,30,6892,5,"Products made of steel, or steel itself",0.0916,-1.5873619141309128,8.633192930472837e-06
Llama-3.1-8B-Instruct_L30_U9947_D1,Llama-3.1-8B-Instruct,30,9947,1,"Discussions, meetings, and forums related to training, development, strategies, and knowledge sharing in various fields, including meditation, sports management, artisanal mining, yoga, cultural heritage, and biodiversity",0.5525,0.1353837567703092,0.5677104266454471
Llama-3.1-8B-Instruct_L30_U9947_D2,Llama-3.1-8B-Instruct,30,9947,2,"Attributes of gemstones, parts of alarms, types of clothing, or other products",0.4841999999999999,0.0150035124406332,0.8637587423467574
Llama-3.1-8B-Instruct_L30_U9947_D3,Llama-3.1-8B-Instruct,30,9947,3,"Names of people, places, organizations, media, or products and years",0.4544,-0.0398110082654722,0.6197156951067788
Llama-3.1-8B-Instruct_L30_U9947_D4,Llama-3.1-8B-Instruct,30,9947,4,"Actions related to supplying, providing, or assisting, often in the context of obtaining products or services",0.4469,-0.0519721865503653,0.5632887432060663
Llama-3.1-8B-Instruct_L30_U9947_D5,Llama-3.1-8B-Instruct,30,9947,5,Temporal or locational information or instructions related to events or services,0.2652,-0.4222135478334605,0.0105418626208913
Llama-3.1-8B-Instruct_L30_U10713_D1,Llama-3.1-8B-Instruct,30,10713,1,Products or services and their attributes or features,0.7194,0.5372892975832948,0.0168597909282589
Llama-3.1-8B-Instruct_L30_U10713_D2,Llama-3.1-8B-Instruct,30,10713,2,"Articles mentioning taxes for non-residents, various job opportunities, advice for aspiring coaches, new exhibition spaces, IVR payment systems, websites for specific diseases, IT services for government agencies, A/B testing for online shopping, e-commerce SEO agencies, legal terms for website usage, digital banking trends, PRP treatment, website design optimization, energy consulting services, the role of the first lady, facade glazing services, and carer conversations",0.5629,0.1239135281371457,0.4935133479838817
Llama-3.1-8B-Instruct_L30_U10713_D3,Llama-3.1-8B-Instruct,30,10713,3,"Personal experiences, opinions, or beliefs",0.5505,0.1061530037904618,0.5825681540118115
Llama-3.1-8B-Instruct_L30_U10713_D4,Llama-3.1-8B-Instruct,30,10713,4,"Locations, measurements, or counts",0.3248,-0.4763709644698275,0.056364636295948
Llama-3.1-8B-Instruct_L30_U10713_D5,Llama-3.1-8B-Instruct,30,10713,5,"Legal, sports, and entertainment updates and events",0.306,-0.4988729942501722,0.0345985474719239
Llama-3.1-8B-Instruct_L30_U12035_D1,Llama-3.1-8B-Instruct,30,12035,1,"Items or products related to home decor, often with additional details like brand names, locations, or specific product types",0.9273,1.706389510639348,3.243612872348128e-06
Llama-3.1-8B-Instruct_L30_U12035_D2,Llama-3.1-8B-Instruct,30,12035,2,"Temporal references related to schools, classes, or groups, and their activities",0.8208000000000001,1.2193242181738284,0.0004749983509699
Llama-3.1-8B-Instruct_L30_U12035_D3,Llama-3.1-8B-Instruct,30,12035,3,"Saving, investing, financial services, and customer service in various industries including home services, e-commerce, and internet providers",0.7912,0.8461300783239325,0.0015139810526189
Llama-3.1-8B-Instruct_L30_U12035_D4,Llama-3.1-8B-Instruct,30,12035,4,Gene expression in human or other animal brain tissues,0.5628,0.0961213001488166,0.4942012173341674
Llama-3.1-8B-Instruct_L30_U12035_D5,Llama-3.1-8B-Instruct,30,12035,5,"Conditional and hypothetical scenarios, often related to decision-making, problem-solving, or interpersonal situations",0.5455,0.0504139075820423,0.620484464615447
Llama-3.1-8B-Instruct_L30_U14030_D1,Llama-3.1-8B-Instruct,30,14030,1,"Cosmetics, beauty treatments, or health conditions and remedies",0.3226,-0.3308943341921714,0.0533380308185977
Llama-3.1-8B-Instruct_L30_U14030_D2,Llama-3.1-8B-Instruct,30,14030,2,"A description of an event or a time in someone's life, often involving a specific location or setting",0.1659,-1.074610873378906,0.000273303107183
Llama-3.1-8B-Instruct_L30_U14030_D3,Llama-3.1-8B-Instruct,30,14030,3,"Financial or legal processes, transactions, services, or advice",0.1545,-0.842506466518709,0.0001675033926555
Llama-3.1-8B-Instruct_L30_U14030_D4,Llama-3.1-8B-Instruct,30,14030,4,"Products or services related to personal care, home goods, or food, including home decor, mattresses, soap, food from a restaurant, baking tools, cleaning products, pet shampoo, car parts, cookies, teeth whitening products, dolls, hot springs, flash drives, skin serum, and appliances",0.0577,-2.0391529219580575,1.4487472311120863e-06
Llama-3.1-8B-Instruct_L30_U14030_D5,Llama-3.1-8B-Instruct,30,14030,5,"Features, functionality, and design of smart watches",0.0545,-1.6456214981515636,1.2158221247385956e-06
Llama-3.1-8B-Instruct_L30_U14157_D1,Llama-3.1-8B-Instruct,30,14157,1,Commercial offerings at a location,0.8609,1.284693078990282,8.447004965315859e-05
Llama-3.1-8B-Instruct_L30_U14157_D2,Llama-3.1-8B-Instruct,30,14157,2,"Food or product description with a numerical value (often weight, volume, price, or discount percentage)",0.8588,0.8711472077009683,9.288188280404298e-05
Llama-3.1-8B-Instruct_L30_U14157_D3,Llama-3.1-8B-Instruct,30,14157,3,"Numbers, often years or monetary amounts, in financial, legal, or technical documents, often related to programs, agreements, services, or products",0.8361000000000001,0.941068562356541,0.0002510739429736
Llama-3.1-8B-Instruct_L30_U14157_D4,Llama-3.1-8B-Instruct,30,14157,4,"Discussions of executive or important figures, often related to companies or organizations, and sometimes involving legal or regulatory matters",0.589,0.128517344779858,0.3325037538087688
Llama-3.1-8B-Instruct_L30_U14157_D5,Llama-3.1-8B-Instruct,30,14157,5,"Locations, times, and/or durations",0.5867,-0.0754208154056645,0.3451567434759233
gemma-scope-2b_L0_U31_D1,gemma-scope-2b,0,31,1,"Discussions of software development tools, marketing campaigns, or online discussions, often including a list of commands or actions",0.3289499999999999,-0.3682565648875929,0.0571312523973271
gemma-scope-2b_L0_U31_D2,gemma-scope-2b,0,31,2,"Names of people, locations, and products/brands, often associated with entertainment, politics, or current events",0.1704999999999999,-0.7180085949378758,0.0002453769224833
gemma-scope-2b_L0_U31_D3,gemma-scope-2b,0,31,3,"Locations, typically related to businesses or events, often with an ""outdoor"" or ""vintage"" theme, sometimes related to designers or design",0.1704999999999999,-0.7180085949378758,0.0002453769224833
gemma-scope-2b_L0_U31_D4,gemma-scope-2b,0,31,4,"Locations, objects, or events related to structured marketing or research efforts, especially those involving physical spaces or data gathering",0.1704999999999999,-0.7180085949378758,0.0002453769224833
gemma-scope-2b_L0_U31_D5,gemma-scope-2b,0,31,5,Locations (indoor/outdoor) or descriptive words relating to age or style (vintage),0.1704999999999999,-0.7180085949378758,0.0002453769224833
gemma-scope-2b_L0_U2536_D1,gemma-scope-2b,0,2536,1,"Concepts of humaneness, political processes, events happening on a stage, and small-scale events/items",0.29005,-0.5422016467498783,0.0195853144725678
gemma-scope-2b_L0_U2536_D2,gemma-scope-2b,0,2536,2,"Phases or progression related to processes or development, sometimes related to human activity or potential",0.2823,-0.5997193773383577,0.015522865014856
gemma-scope-2b_L0_U2536_D3,gemma-scope-2b,0,2536,3,"Locations, small items or things, and motion/movement",0.25925,-0.5875034526369853,0.007413193253824
gemma-scope-2b_L0_U2536_D4,gemma-scope-2b,0,2536,4,"Performance/capability, often related to delivery, stages or human biology",0.19305,-0.6626503787012465,0.0006368827513465
gemma-scope-2b_L0_U2536_D5,gemma-scope-2b,0,2536,5,"A multi-faceted concept related to performance spaces and the activities occurring within them, including scheduled events and specific locations within the venues",0.1704999999999999,-0.6943505155430157,0.0002453769545564
gemma-scope-2b_L0_U2696_D1,gemma-scope-2b,0,2696,1,A person's interaction with machinery/tools/devices/instruments,0.291,-0.4863747360746309,0.0108550576609857
gemma-scope-2b_L0_U2696_D2,gemma-scope-2b,0,2696,2,"Male individuals, vehicles, and acts of observation",0.291,-0.4863747360746309,0.0108550576609857
gemma-scope-2b_L0_U2696_D3,gemma-scope-2b,0,2696,3,"Body parts, vehicles, and the pronoun ""he""",0.291,-0.4863747360746309,0.0108550576609857
gemma-scope-2b_L0_U2696_D4,gemma-scope-2b,0,2696,4,"Transport, animals, or giving",0.291,-0.4863747360746309,0.0108550576609857
gemma-scope-2b_L0_U2696_D5,gemma-scope-2b,0,2696,5,"Tools, food, or devices and their usage",0.291,-0.4863747360746309,0.0108550576609857
gemma-scope-2b_L0_U2725_D1,gemma-scope-2b,0,2725,1,"Experiences, events, or entities related to travel, leisure, or tourism",0.5859,-0.3204917528816046,0.3177735491736875
gemma-scope-2b_L0_U2725_D2,gemma-scope-2b,0,2725,2,End-of-sentence punctuation,0.5006,-0.3381458257409215,0.9948889427976926
gemma-scope-2b_L0_U2725_D3,gemma-scope-2b,0,2725,3,End of sequence activations,0.4543,-0.3545496606711916,0.5949464431095741
gemma-scope-2b_L0_U2725_D4,gemma-scope-2b,0,2725,4,End of a text excerpt,0.4364,-0.348408821798686,0.4588189710188335
gemma-scope-2b_L0_U2725_D5,gemma-scope-2b,0,2725,5,End of sequence token activations,0.3367,-0.3633986706696155,0.0568294441618864
gemma-scope-2b_L0_U2818_D1,gemma-scope-2b,0,2818,1,"Types of lubricant, correspondence, action to take, reticles in microscopes, government and public announcements, types of train, bone and joint supplements, criminology and academic discourse, heart ventricles, parameters, chemical compounds, ophthalmologists, well drilling bits, aseptic processing, specialized commissioning, likelihood estimates, a type of grant, favela dwellers, accountancy, and hallucinations",0.4431999999999999,-0.2401166195050201,0.4965311835428392
gemma-scope-2b_L0_U2818_D2,gemma-scope-2b,0,2818,2,"Equipment Coordination Professionals network actions, including changes to terms and conditions, service availability, and user registration requirements",0.3483999999999999,-0.3404526697547511,0.0690863863470922
gemma-scope-2b_L0_U2818_D3,gemma-scope-2b,0,2818,3,"Actions related to food preparation, cosmetics or crafts, and activities involving exertion",0.2784999999999999,-0.4133122527462879,0.0078298727760736
gemma-scope-2b_L0_U2818_D4,gemma-scope-2b,0,2818,4,"Actions, often religious ones, or written communication",0.2784999999999999,-0.4133122527462879,0.0078298727760736
gemma-scope-2b_L0_U2818_D5,gemma-scope-2b,0,2818,5,"Actions, proper names, and publicized items",0.2784999999999999,-0.4133122527462879,0.0078298727760736
gemma-scope-2b_L0_U3681_D1,gemma-scope-2b,0,3681,1,End of sequence token activations,0.0377,-0.50231471333388,4.7442373329079835e-07
gemma-scope-2b_L0_U3681_D2,gemma-scope-2b,0,3681,2,End of sequence tokens at the end of online advertisements or product descriptions,0.0324,-0.5016199521253701,3.503925210205849e-07
gemma-scope-2b_L0_U3681_D3,gemma-scope-2b,0,3681,3,"End-of-sentence occurring after introductory contextual information, such as titles, descriptions, or lead-in phrases",0.0263,-0.5068560464257357,2.46154356156583e-07
gemma-scope-2b_L0_U3681_D4,gemma-scope-2b,0,3681,4,Experiences or qualifications described as previous or earlier,0.021,-0.5117859774309336,1.8050483932221995e-07
gemma-scope-2b_L0_U3681_D5,gemma-scope-2b,0,3681,5,End of sequence or a specific word following a very long sequence of empty lists,0.021,-0.5117859774309336,1.8050483932221995e-07
gemma-scope-2b_L0_U3740_D1,gemma-scope-2b,0,3740,1,"Professions, often legal or medical, and reflexive pronouns",0.3942,-0.3756445715976675,0.1729049407379038
gemma-scope-2b_L0_U3740_D2,gemma-scope-2b,0,3740,2,"Themes of self-improvement, sales, and coaching, especially in relation to sports, business, or personal development",0.3285,-0.4352854357350677,0.0268501574645464
gemma-scope-2b_L0_U3740_D3,gemma-scope-2b,0,3740,3,Locations or things encompassing the whole or the majority,0.3285,-0.4352854357350677,0.0268501574645464
gemma-scope-2b_L0_U3740_D4,gemma-scope-2b,0,3740,4,"Inner thoughts, feelings, and experiences",0.3285,-0.4352854357350677,0.0268501574645464
gemma-scope-2b_L0_U3740_D5,gemma-scope-2b,0,3740,5,"Legal professionals, pastors, coaches, hotels, everything, whole, and departures",0.3285,-0.4352854357350677,0.0268501574645464
gemma-scope-2b_L0_U4554_D1,gemma-scope-2b,0,4554,1,"Exclusivity, allowance, placement, increased quantity/quality, and artistic activities",0.6361000000000001,0.0487315161013392,0.1287342795130269
gemma-scope-2b_L0_U4554_D2,gemma-scope-2b,0,4554,2,"Duration of service/contract/agreement, or time period of a ban/study/investment, especially in relation to business, finance, legal or technical contexts",0.4447,-0.265812382777876,0.5369531435200985
gemma-scope-2b_L0_U4554_D3,gemma-scope-2b,0,4554,3,"Intelligence gathering, growing plants, placing objects, time periods, marijuana use, higher goals, something only happening once, running and the greeting ""hi"", being originally from somewhere",0.3237,-0.4313516949983084,0.0488819443316682
gemma-scope-2b_L0_U4554_D4,gemma-scope-2b,0,4554,4,"Exclusivity, short durations, or small quantities, sometimes referring to locations with ""Spa"" in their name",0.3083999999999999,-0.4343457133531557,0.0322331091675341
gemma-scope-2b_L0_U4554_D5,gemma-scope-2b,0,4554,5,"Exclusivity, limitations, or allowances",0.28955,-0.4606742895087123,0.0186854040300349
gemma-scope-2b_L0_U6213_D1,gemma-scope-2b,0,6213,1,Time of year or time period and user or customer friendliness,0.817,0.3277390773630648,0.0003618090609073
gemma-scope-2b_L0_U6213_D2,gemma-scope-2b,0,6213,2,"Times of year, customer service qualities, and community involvement",0.817,0.3277936754585105,0.0003618090456196
gemma-scope-2b_L0_U6213_D3,gemma-scope-2b,0,6213,3,"Professional or community settings, often related to careers, yearly events, and helpful personnel",0.817,0.3275806542889573,0.0003618090609073
gemma-scope-2b_L0_U6213_D4,gemma-scope-2b,0,6213,4,"Time periods including seasons like summer, winter, and the holiday season, sometimes in relation to activities like planning",0.817,0.3282539938839058,0.0003618090761949
gemma-scope-2b_L0_U6213_D5,gemma-scope-2b,0,6213,5,"Times of year/sports seasons including preseason, regular season, offseason, and specific seasons like summer and winter",0.817,0.3288661459580963,0.0003618090761949
gemma-scope-2b_L0_U6600_D1,gemma-scope-2b,0,6600,1,"Plants, specifically flowers, and also including food and their preparation",0.8574,0.3752544680573701,7.204155190919017e-06
gemma-scope-2b_L0_U6600_D2,gemma-scope-2b,0,6600,2,"Liquids, plants, or plant-based products",0.8557,0.3720114784755386,7.961470536467905e-06
gemma-scope-2b_L0_U6600_D3,gemma-scope-2b,0,6600,3,"Flora, water, or animals, often in a habitat or natural environment",0.8554,0.3730169597090073,8.10278052054756e-06
gemma-scope-2b_L0_U6600_D4,gemma-scope-2b,0,6600,4,"Industrial accidents, uncontrolled plant growth, or troublesome animals near bodies of water",0.8551,0.3707113291725236,8.246488869118647e-06
gemma-scope-2b_L0_U6600_D5,gemma-scope-2b,0,6600,5,"Flora, ecosystems, natural resources, and fixed assets",0.8551,0.3718954331201931,8.246487542080872e-06
gemma-scope-2b_L0_U10338_D1,gemma-scope-2b,0,10338,1,"Partnerships, especially those threatened by external forces",0.9694,3.2374235934751936,3.163689811897454e-07
gemma-scope-2b_L0_U10338_D2,gemma-scope-2b,0,10338,2,"Beginning of text, proper nouns related to organizations, places, and people",0.7571,1.4275142159196104,0.0051026442745949
gemma-scope-2b_L0_U10338_D3,gemma-scope-2b,0,10338,3,"Appliance malfunction or repair, software drivers, pest control, computer hardware, skin/hair care products, video game cheats, industrial processes, fish food, moving company services, telemetry, biological research, medical conditions, reptilian blood parasite identification, Italian infrastructure development, holster clips, sports eyewear",0.5053,0.7717342443916122,0.954388147524794
gemma-scope-2b_L0_U10338_D4,gemma-scope-2b,0,10338,4,"Brand names, technology, financial concepts, and general concepts related to digital media or communications, often appearing multiple times in a given text",0.4373999999999999,0.731962228885488,0.4955784479755659
gemma-scope-2b_L0_U10338_D5,gemma-scope-2b,0,10338,5,"Locations, including rooms, buildings, and outdoor spaces, often with proper nouns",0.0353,-1.485619643142815,4.144002325672163e-07
gemma-scope-2b_L0_U10531_D1,gemma-scope-2b,0,10531,1,"Indefinite articles preceding nouns related to clothing items, body parts, or accessories, often within the context of fashion or product descriptions",0.9011,1.642778052216183,8.802012462785447e-06
gemma-scope-2b_L0_U10531_D2,gemma-scope-2b,0,10531,2,"The indefinite article preceding a noun, often related to a role, title, profession, or singular item",0.7059,1.2656204912818578,0.0225272579750282
gemma-scope-2b_L0_U10531_D3,gemma-scope-2b,0,10531,3,"Indefinite articles preceding nouns related to digital content, software components, business entities, financial instruments, and technical concepts",0.5839,-0.0801570820134966,0.3527450063964877
gemma-scope-2b_L0_U10531_D4,gemma-scope-2b,0,10531,4,"Indefinite articles preceding nouns relating to formal official processes, communications, or legal and financial matters",0.4275,-0.3954328356859555,0.4220116491531758
gemma-scope-2b_L0_U10531_D5,gemma-scope-2b,0,10531,5,"Indefinite articles preceding nouns describing amenities, facilities, or features, often within the context of accommodations, locations, or events",0.4261,-0.4015771864920719,0.4130992474700697
gemma-scope-2b_L0_U10698_D1,gemma-scope-2b,0,10698,1,"Products or works related to lighting fixtures, musical instruments, fashion apparel, book descriptions, food, furniture, industrial equipment, or cosmetics",1.0,86.7012329208151,5.1283342708161955e-08
gemma-scope-2b_L0_U10698_D2,gemma-scope-2b,0,10698,2,"Beginning of text, names of people, places, organizations, brands, products, companies, events, and acronyms",1.0,55.441567756006656,5.1283342708161955e-08
gemma-scope-2b_L0_U10698_D3,gemma-scope-2b,0,10698,3,"Medical, chemical or technical terminology related to specific entities or processes",1.0,97.48394830675257,5.1283342708161955e-08
gemma-scope-2b_L0_U10698_D4,gemma-scope-2b,0,10698,4,"Locations, people, events, and organizations often related to history, geography, or entertainment",1.0,87.7615731783269,5.1283342708161955e-08
