model,layer,unit,desc_id_1,desc_id_2,desc_id_3,desc_id_4,desc_id_5,description_1,description_2,description_3,description_4,description_5,auc_1,mad_1,p_1,auc_2,mad_2,p_2,auc_3,mad_3,p_3,auc_4,mad_4,p_4,auc_5,mad_5,p_5,sim_12,sim_13,sim_14,sim_15,sim_23,sim_24,sim_25,sim_34,sim_35,sim_45,mean_similarity,min_similarity,max_similarity,std_similarity
gemma-scope-2b,20,1817,gemma-scope-2b_L20_U1817_D1,gemma-scope-2b_L20_U1817_D2,gemma-scope-2b_L20_U1817_D3,gemma-scope-2b_L20_U1817_D4,gemma-scope-2b_L20_U1817_D5,"Names, especially first names","Names, especially first names","Names, mostly of people",Three-letter words or abbreviations,Names of people and places,0.8462000000000003,1.277495160097905,8.457488264281622e-06,0.8462000000000003,1.277495160097905,8.457488264281622e-06,0.6424,0.143841028795068,0.0670482114906141,0.2043999999999999,-0.5524586389380827,0.0001433657243107,0.1027,-0.9019130470081363,3.2101397345249066e-07,1.0,0.8186611641251361,0.4928576946258545,0.7445386648178101,0.8186611641251361,0.4928576946258545,0.7445386648178101,0.4663681109924258,0.8034393904543301,0.5127065777778625,0.6894629126362221,0.4663681109924258,1.0,0.17527015986395822
gemma-scope-2b,20,3307,gemma-scope-2b_L20_U3307_D1,gemma-scope-2b_L20_U3307_D2,gemma-scope-2b_L20_U3307_D3,gemma-scope-2b_L20_U3307_D4,gemma-scope-2b_L20_U3307_D5,"Times of day, days of the week, or other recurring time periods",Days of the week,"Days of the week, parts of the day, or time-related words like ""week"" or ""weekend""","Days of the week, sometimes including parts of the day/date",Days of the week and weekend,0.45815,-0.1706403065823854,0.4825631424592301,0.4165,-0.1817839466804922,0.1599293338642092,0.4165,-0.1817839466804922,0.1599293338642092,0.4165,-0.1817839466804922,0.1599293338642092,0.4165,-0.1817839466804922,0.1599293338642092,0.7466412782669067,0.789788007736206,0.7501861304155679,0.7362682066123621,0.7757129936560455,0.8335223893211863,0.9291643542549416,0.8368870713182064,0.8051868197210553,0.8018563985824585,0.8005213649884937,0.7362682066123621,0.9291643542549416,0.054110930379962244
gemma-scope-2b,20,3429,gemma-scope-2b_L20_U3429_D1,gemma-scope-2b_L20_U3429_D2,gemma-scope-2b_L20_U3429_D3,gemma-scope-2b_L20_U3429_D4,gemma-scope-2b_L20_U3429_D5,"Time-related words and phrases, often within the context of simultaneous actions or events",Situations involving waiting or occurring during other activities,"Temporal words, often related to simultaneity, frequently in the context of personal activities or processes","Temporal expressions relating to duration or simultaneity, often concerning health, technology, or sports.","Durations or points in time, especially associated with conditional actions or states",0.2097,-0.5995283939924537,0.0014432695989284,0.1505999999999999,-0.7732162038940307,0.0001257938992099,0.144,-0.7898957209631683,9.345141268498876e-05,0.1409,-0.779102859085698,8.10140948165871e-05,0.12,-0.8040863679660945,3.030151449800234e-05,0.5760014905928688,0.8158702850341797,0.7369063057359287,0.6811491847038269,0.531660763522342,0.48535105760681285,0.5867627509377757,0.7734918133323317,0.6174590587615967,0.6450887533969442,0.6449741463624608,0.48535105760681285,0.8158702850341797,0.10134336507071891
gemma-scope-2b,20,4356,gemma-scope-2b_L20_U4356_D1,gemma-scope-2b_L20_U4356_D2,gemma-scope-2b_L20_U4356_D3,gemma-scope-2b_L20_U4356_D4,gemma-scope-2b_L20_U4356_D5,"Concepts of personal accounts, location, editing, interruption or suspension, and numbers","Requests, resolutions, websites, opinions, things, world, life, high definition, charts, lanes, and washers","Software, updates, latest versions, errors, or online articles","Connections, beginnings, and new ventures","Items or products with descriptions, sometimes related to weapons, furniture, cars, electronics, recipes, themes, artwork, jewelry, makeup, or miscellaneous items, often containing bracketed names, locations, or specifications",0.48235,-0.1337993636253104,0.7365900005088271,0.4385,-0.1377744653596941,0.2385598551518181,0.4385,-0.1377744653596941,0.2385598551518181,0.4385,-0.1377744653596941,0.2385598551518181,0.4385,-0.1377744653596941,0.2385598551518181,0.43502146005630493,0.4038088619709015,0.43518346548080444,0.41974425315856934,0.4403854012489319,0.48835980892181396,0.4371722638607025,0.34902679920196533,0.4296049177646637,0.3579038977622986,0.4196211129426956,0.34902679920196533,0.48835980892181396,0.03884051362332876
gemma-scope-2b,20,4671,gemma-scope-2b_L20_U4671_D1,gemma-scope-2b_L20_U4671_D2,gemma-scope-2b_L20_U4671_D3,gemma-scope-2b_L20_U4671_D4,gemma-scope-2b_L20_U4671_D5,"Contexts relating to specific items or products, often in the form of descriptions, specifications, or sales information",Locations and places,"Definite article ""the"" preceding concepts of website content management, conscious skill, present moment, and months","Themes of framework, operational program, EU funding, and project implementation, especially in the context of health promotion, social programs, and education","Travel, locations, and events, especially with details about time periods and geographical locations",0.0512,-1.9434631057262917,1.008166415792274e-06,0.0,-2.0944182261379716,5.0949493653801065e-08,0.0,-2.132396211702088,5.09491255234459e-08,0.0,-2.121395142603229,5.0949330040023704e-08,0.0,-2.132396211702088,5.09491255234459e-08,0.45032981334151034,0.3837932486780613,0.3270650712174116,0.4489925862559605,0.33463783057702656,0.2959894361502273,0.7838799486231849,0.3698105073201078,0.32591058899038194,0.32138755066543445,0.4041796581819307,0.2959894361502273,0.7838799486231849,0.13615271566889836
gemma-scope-2b,20,6348,gemma-scope-2b_L20_U6348_D1,gemma-scope-2b_L20_U6348_D2,gemma-scope-2b_L20_U6348_D3,gemma-scope-2b_L20_U6348_D4,gemma-scope-2b_L20_U6348_D5,"Commercial or promotional codes, especially in the domains of mixed martial arts, software, and business","Attributes of apparel and accessories, often in combination with a specific activity or event","Days of the week, rounds in competitions, locations related to sports, and the word ""to""","Fighting competitions, combat sports, or related events","Sports, competition, and entertainment",0.9745,1.1130492548801028,2.1616673687284576e-19,0.7628,-0.0104207815352819,4.668164563107523e-07,0.7514,-0.060563531742968,1.4296663711221734e-06,0.663,-0.075603713396619,0.0016449500792153,0.5304,-0.1015982424310501,0.5533269691456397,0.4258442521095276,0.4171283045854235,0.5220997333526611,0.4874987617136559,0.4351874667182636,0.41203171014785767,0.4442505008875759,0.5132762177853362,0.5739117684574843,0.722940120346537,0.4954168836104322,0.41203171014785767,0.722940120346537,0.09120856228290566
gemma-scope-2b,20,7626,gemma-scope-2b_L20_U7626_D1,gemma-scope-2b_L20_U7626_D2,gemma-scope-2b_L20_U7626_D3,gemma-scope-2b_L20_U7626_D4,gemma-scope-2b_L20_U7626_D5,Product recalls and safety warnings,Events disrupted or canceled due to unforeseen circumstances,"Changes in business operations, including company name changes, software updates/discontinuation, and supply chain disruptions","Locations, negative events, and consequences","Travel, transportation, events, schedules, and road conditions",0.8132,-0.0899660187730705,1.8492730275822617e-05,0.8089999999999999,-0.0984099532183584,2.3902820252046186e-05,0.8089999999999999,-0.0984163824080389,2.3902820252046186e-05,0.8089999999999999,-0.0984011564540655,2.390281819481517e-05,0.8089999999999999,-0.0984673975179,2.390281819481517e-05,0.2995608568453283,0.3621366784409694,0.3908383613325149,0.29911736851231097,0.4852048465487462,0.5515799522399902,0.4535752832889557,0.4408172702302183,0.381061114009553,0.507482647895813,0.41713743793443997,0.29911736851231097,0.5515799522399902,0.08095053124765758
gemma-scope-2b,20,8980,gemma-scope-2b_L20_U8980_D1,gemma-scope-2b_L20_U8980_D2,gemma-scope-2b_L20_U8980_D3,gemma-scope-2b_L20_U8980_D4,gemma-scope-2b_L20_U8980_D5,"Numbers, especially 1 and 2, in the context of quantities of items or time durations","Numbers, often single digits, in date-time stamps","Numbers, particularly years or ranks, appearing within content related to sports, politics, business, or personal narratives","Numbers, often single digits, within descriptive product texts, especially size or count information","Dates, times, and enumerations related to events, people, or locations",0.441,-0.3329865427295631,0.4077681244045673,0.40425,-0.3622638505844511,0.1783980099343197,0.40425,-0.3579856033406953,0.1783980099343197,0.3675,-0.3881291533825005,0.0621842129178241,0.3675,-0.3881291533825005,0.0621842129178241,0.7134790420532227,0.6490192993598576,0.7212614465887677,0.6056747617028585,0.661001841902518,0.7419026205655841,0.7011064229417395,0.6650821566581726,0.6256092413896785,0.5444117460005444,0.6628548579162943,0.5444117460005444,0.7419026205655841,0.05707123263865364
gemma-scope-2b,20,9859,gemma-scope-2b_L20_U9859_D1,gemma-scope-2b_L20_U9859_D2,gemma-scope-2b_L20_U9859_D3,gemma-scope-2b_L20_U9859_D4,gemma-scope-2b_L20_U9859_D5,"Events like showers, receptions, weddings, courses, discussions involving assessments of stances, parties, exhibitions, games, and festivals","Events, shows, and exhibitions","Events, festivals, tournaments, ceremonies, and other planned occasions","Events, often including specific types like banquets, conventions, tournaments, summits, seminars, services, or festivals, sometimes with specific names and dates","Formal gatherings including meals, meetings, forums, workshops, exhibitions, showcases, congresses, awards, and specific events like lectures or symposiums",0.3564999999999999,-0.1487981553397633,0.0670927752922119,0.3196,-0.427160660326012,0.0213318951873388,0.2216999999999999,-0.6928031190381214,0.0003827624784746,0.206,-0.6558346006031226,0.0001753643454308,0.1752,-0.7924491884291882,3.3946341502032405e-05,0.6808633804321289,0.7690627574920654,0.7215631008148193,0.7271268530412417,0.7267253994941711,0.6373281478881836,0.589167321373981,0.8166294097900391,0.6820479224891721,0.7001682102579958,0.7050682503073797,0.589167321373981,0.8166294097900391,0.06077043016802437
gemma-scope-2b,20,10433,gemma-scope-2b_L20_U10433_D1,gemma-scope-2b_L20_U10433_D2,gemma-scope-2b_L20_U10433_D3,gemma-scope-2b_L20_U10433_D4,gemma-scope-2b_L20_U10433_D5,"Animals, insects, and people, often related to work or homes","Female personal attributes, interests, or roles (often related to dogs or other animals)","Personal attributes, group affiliation, and relative clauses describing people","Body parts, people, and food/plants","Descriptions of people, often famous, and their actions or characteristics",0.2515,-0.4489455274535908,0.0036877254748167,0.2515,-0.4489455274535908,0.0036877254748167,0.2515,-0.4489455274535908,0.0036877254748167,0.2515,-0.4489455274535908,0.0036877254748167,0.2515,-0.4489455274535908,0.0036877254748167,0.5725190043449402,0.4909532964229584,0.6038656706970174,0.4974222779273987,0.5072124004364014,0.4516359923319857,0.48358631134033203,0.5019108650790649,0.5810834169387817,0.4720292124713439,0.5162218447990223,0.4516359923319857,0.6038656706970174,0.04850271182764591
gemma-scope-2b,20,11664,gemma-scope-2b_L20_U11664_D1,gemma-scope-2b_L20_U11664_D2,gemma-scope-2b_L20_U11664_D3,gemma-scope-2b_L20_U11664_D4,gemma-scope-2b_L20_U11664_D5,"Products or items with specifications or descriptions including materials, dimensions, and sometimes usage instructions","Software documentation, parameters, return values, comments, and descriptions",Locations and events,Descriptions of food preparation or recipes,"Discussions of wealth, economic disparities, faith, and scientific theories, frequently referencing titles of books, movies, or teachings",0.4955,-0.0671377987397194,0.7658208103784006,0.4955,-0.0671377987397194,0.7658208103784006,0.4955,-0.0671377987397194,0.7658208103784006,0.4955,-0.0671377987397194,0.7658208103784006,0.4955,-0.0671377987397194,0.7658208103784006,0.5076565742492676,0.3424507175415332,0.5287262954928369,0.3580212891101837,0.28786061478491987,0.3940991280704478,0.35618022084236145,0.36963701248168945,0.4113925450210254,0.35515586600172133,0.3911180263595987,0.28786061478491987,0.5287262954928369,0.07073794395576014
gemma-scope-2b,20,13722,gemma-scope-2b_L20_U13722_D1,gemma-scope-2b_L20_U13722_D2,gemma-scope-2b_L20_U13722_D3,gemma-scope-2b_L20_U13722_D4,gemma-scope-2b_L20_U13722_D5,"Environmental topics, food, or product specifications with an emphasis on composition, origin, or usage instructions","Innovations in energy efficiency, particularly in green building materials and alternative energy solutions, such as solar panels and tidal/ocean currents, are described, alongside their certifications, applications, and benefits","Transportation, travel, products, and services related to methods, types, ease, and choices","Healthy food, environmentalism, or minimalist lifestyles","Investing in sustainable development, including environmental, social, and governance (ESG) factors, community development, and education, especially for women and girls",0.2952,-0.2337629635439848,0.0241598960517514,0.1911,-0.3214212309338985,0.0006717421639304,0.1638,-0.3227524845349432,0.0002136253359986,0.1365,-0.3236795582874779,6.229042694213682e-05,0.1365,-0.3236795582874779,6.229042694213682e-05,0.3941875398159027,0.47184330224990845,0.5425481796264648,0.3780078589916229,0.3457029461860657,0.3657578229904175,0.3985641598701477,0.41999226808547974,0.3279905319213867,0.4274299144744873,0.40720245242118835,0.3279905319213867,0.5425481796264648,0.05995026455660674
gemma-scope-2b,20,15565,gemma-scope-2b_L20_U15565_D1,gemma-scope-2b_L20_U15565_D2,gemma-scope-2b_L20_U15565_D3,gemma-scope-2b_L20_U15565_D4,gemma-scope-2b_L20_U15565_D5,Process or function related to a type or class,"Discussions of financial matters and wealth disparity, along with sports news, religious faith, and personal reflections","Medical, scientific, or academic publications/research/studies",Negation or absence of requirement,Second person pronoun related to consumption or usage of something,1.0,46.93735965599272,1.2165618684330218e-201,1.0,46.97581209156437,1.2167633355998793e-201,1.0,46.874952204917086,1.2167633355998793e-201,1.0,46.897742355294014,1.2167633355998793e-201,1.0,46.92212528043651,1.2166625978654652e-201,0.27284179491747695,0.30079420795509937,0.3366241850480929,0.4418564806155617,0.31958768847062125,0.21582631766796112,0.26300041300055943,0.2786806059670093,0.2649894040835633,0.42209640609643495,0.31162975038223806,0.21582631766796112,0.4418564806155617,0.06802641141367713
gemma-scope-2b,20,15809,gemma-scope-2b_L20_U15809_D1,gemma-scope-2b_L20_U15809_D2,gemma-scope-2b_L20_U15809_D3,gemma-scope-2b_L20_U15809_D4,gemma-scope-2b_L20_U15809_D5,Questions and answers,"Numbers, especially in the context of measurements and sizes","Tokens related to locations, times, and separators/conjunctions within text excerpts","Logical conjunctions and separators such as ""and"", ""or"", commas, periods, forward slashes, plus and equal signs","List separators, conjunctions, and/or prepositions",0.3984999999999999,-0.2318043146421862,0.1143096016917422,0.3984999999999999,-0.2318043146421862,0.1143096016917422,0.3984999999999999,-0.2318043146421862,0.1143096016917422,0.3984999999999999,-0.2318043146421862,0.1143096016917422,0.3984999999999999,-0.2318043146421862,0.1143096016917422,0.3878753300868074,0.35569560527801514,0.3606183015931672,0.40962294282776535,0.43122653458197535,0.4206584095954895,0.43304872512817383,0.5711069958742273,0.6407579397703457,0.7538512046514559,0.47644619893874224,0.35569560527801514,0.7538512046514559,0.12659381584536566
gemma-scope-2b,20,15942,gemma-scope-2b_L20_U15942_D1,gemma-scope-2b_L20_U15942_D2,gemma-scope-2b_L20_U15942_D3,gemma-scope-2b_L20_U15942_D4,gemma-scope-2b_L20_U15942_D5,"Liquid damage, unwanted substances, or security breaches in buildings or systems","Vehicular accidents, disasters, and dangerous situations","Medical devices, automotive parts, or industrial tools inserted into a body cavity or other object","Food preparation, consumption, ingredients, or tools","Animals escaping enclosures, specifically by jumping or walking through a damaged section",0.71305,0.0326247525608179,0.011610848676518,0.4858999999999999,-0.1394580808131633,0.8674489702663098,0.4284999999999999,-0.2952665898204231,0.3960185966684291,0.4274999999999999,-0.2593863637776267,0.3894406158438197,0.3368999999999999,-0.3530304931609408,0.0525153846088458,0.538815975189209,0.4187292207044835,0.38452547788619995,0.4499649137279451,0.44902485912890167,0.3413669466972351,0.441212270187601,0.436084721321779,0.3174146631461806,0.17651299080175242,0.3953652038791287,0.17651299080175242,0.538815975189209,0.09367518881023704
gpt2-small-sae,0,259,gpt2-small-sae_L0_U259_D1,gpt2-small-sae_L0_U259_D2,gpt2-small-sae_L0_U259_D3,gpt2-small-sae_L0_U259_D4,gpt2-small-sae_L0_U259_D5,Screen resolution or magnification,Diseases and negative attributes,Medical studies of the effects of various factors or substances on different types of cancer,"Medical conditions, particularly a specific type of disease","Diseases, medical conditions, or health issues",0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.3041108484136068,0.28071749210357666,0.29137371233858445,0.29999313950579576,0.4356934130191803,0.5980444790098393,0.6853422710095495,0.5372859559825642,0.48755195662689044,0.7514247298240662,0.46715379978336535,0.28071749210357666,0.7514247298240662,0.16494111886393525
gpt2-small-sae,0,2002,gpt2-small-sae_L0_U2002_D1,gpt2-small-sae_L0_U2002_D2,gpt2-small-sae_L0_U2002_D3,gpt2-small-sae_L0_U2002_D4,gpt2-small-sae_L0_U2002_D5,"Data storage, transfer, or management, often in relation to websites, software, or online platforms",Vehicle/passenger capacity,Male names in the context of job titles/roles,Allergy or living creatures,"Homemade items, products, food, or creative works",0.54305,0.2536145883724486,0.0207048750533752,0.4935,-0.0836444669013948,0.7189082106886189,0.4935,-0.0836444669013948,0.7189082106886189,0.4935,-0.0836444669013948,0.7189082106886189,0.4935,-0.0836444669013948,0.7189082106886189,0.2787666320800781,0.32121981147586753,0.27521414904510133,0.322703311523894,0.25892670399387496,0.2995809973035508,0.20916852598377944,0.22694942629940362,0.2886529564857483,0.41244984716775146,0.289363236135905,0.20916852598377944,0.41244984716775146,0.053802569958669604
gpt2-small-sae,0,2236,gpt2-small-sae_L0_U2236_D1,gpt2-small-sae_L0_U2236_D2,gpt2-small-sae_L0_U2236_D3,gpt2-small-sae_L0_U2236_D4,gpt2-small-sae_L0_U2236_D5,Number of days remaining in a year after Sundays are subtracted,"Clothing, accessories, or cosmetic products with descriptions of their materials, features, or benefits",Dietary restrictions or medical conditions,"Disagreement, a type of insect, sporting event entry passes, or medical condition","Political and social advocacy, particularly lobbying efforts and objections to policies related to women's health or religious freedom",0.53035,0.277960459391044,0.3398868011101493,0.4795,-0.191261886158912,0.5146497754465963,0.4795,-0.191261886158912,0.5146497754465963,0.4795,-0.191261886158912,0.5146497754465963,0.4795,-0.191261886158912,0.5146497754465963,0.17276903417479705,0.15277509060203054,0.26783653881114455,0.12427000714480951,0.34470635652542114,0.3397974967956543,0.2863136359266265,0.38233035802841187,0.3297088843757585,0.2938690904456924,0.26943764928303465,0.12427000714480951,0.38233035802841187,0.08479749274922434
gpt2-small-sae,0,2332,gpt2-small-sae_L0_U2332_D1,gpt2-small-sae_L0_U2332_D2,gpt2-small-sae_L0_U2332_D3,gpt2-small-sae_L0_U2332_D4,gpt2-small-sae_L0_U2332_D5,"Concepts of counting, tallying, or enumeration, frequently appearing in the context of competitive games or conflict","Concepts of a counter or application, and sometimes air, in different contexts",Air and applications,"Software programs, web-based platforms, and formal requests related to job opportunities, educational programs, or financial aid","Flight, software applications, and panoramic views",0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5904409181546112,0.2803142630679314,0.3062411777685691,0.2789061298594244,0.5941261053085327,0.3494076728820801,0.4607312130056398,0.4542748034000397,0.7176043727869594,0.4474951091414592,0.4479541765375247,0.2789061298594244,0.7176043727869594,0.1417948223451558
gpt2-small-sae,0,3358,gpt2-small-sae_L0_U3358_D1,gpt2-small-sae_L0_U3358_D2,gpt2-small-sae_L0_U3358_D3,gpt2-small-sae_L0_U3358_D4,gpt2-small-sae_L0_U3358_D5,"Items or products and their descriptions including specifications, materials, and uses","IndyCar series or races, often with the word ""Indy"" highlighted",New service/product offerings or marketing/promotion of existing services/products,"Events or establishments, especially educational or recreational ones","Discussions of computer hardware, food recipes, restaurant reviews, software updates, personal anecdotes, or customer service interactions",0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.2926354495476322,0.44449132680892944,0.39005187153816223,0.42317602038383484,0.2761754825010614,0.3918822770188889,0.2307125639490749,0.39056654088896303,0.4209027384635552,0.34310989462019514,0.36037041657202973,0.2307125639490749,0.44449132680892944,0.06801229483716775
gpt2-small-sae,0,5369,gpt2-small-sae_L0_U5369_D1,gpt2-small-sae_L0_U5369_D2,gpt2-small-sae_L0_U5369_D3,gpt2-small-sae_L0_U5369_D4,gpt2-small-sae_L0_U5369_D5,"Educational credentials, qualifications or level of skill","Academic degrees, especially at the graduate level","Academic degrees (master's, bachelor's, PhD)","Academic degrees, primarily Master's degrees, sometimes Bachelor's or PhDs, and occasionally the general concept of academic degrees","Academic degrees, prestigious tournaments, luxury accommodations, skilled professionals, or exceptional experiences",0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5771695879495676,0.5992563605751787,0.55102583461846,0.5575026801225368,0.8180981386841467,0.8375610806011524,0.5999224662873232,0.8524929881095886,0.5688275355799485,0.5860197790849351,0.6547876451612836,0.55102583461846,0.8524929881095886,0.11984630175649998
gpt2-small-sae,0,8966,gpt2-small-sae_L0_U8966_D1,gpt2-small-sae_L0_U8966_D2,gpt2-small-sae_L0_U8966_D3,gpt2-small-sae_L0_U8966_D4,gpt2-small-sae_L0_U8966_D5,Retail business models,"The substring ""mer"" appearing as part of the word Bremerton, a city in Washington State",A musician or musical group's name,Occupations or roles related to water,"Publication details, often including author, title, date, and publisher/journal",0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.16773512959480286,0.15722152590751648,0.27322518825531006,0.22916579246520996,0.23431122303009033,0.2709704637527466,0.18259277939796448,0.25390875339508057,0.293377161026001,0.23879116773605347,0.23012991845607758,0.15722152590751648,0.293377161026001,0.04433142470054206
gpt2-small-sae,0,9661,gpt2-small-sae_L0_U9661_D1,gpt2-small-sae_L0_U9661_D2,gpt2-small-sae_L0_U9661_D3,gpt2-small-sae_L0_U9661_D4,gpt2-small-sae_L0_U9661_D5,Data/internet service plan offerings,Business competitors/competition,Competition between entities/products,Competitors/competition,"Tropical drinks, Alaskan rivers, or cooking",0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.3024172782897949,0.35004544258117676,0.26153699984926027,0.24042007327079773,0.7754606604576111,0.6972195686567099,0.21947632730007172,0.6394375181533397,0.23993928730487823,0.27824495564431273,0.4004198111507953,0.21947632730007172,0.7754606604576111,0.204040893454639
gpt2-small-sae,0,10233,gpt2-small-sae_L0_U10233_D1,gpt2-small-sae_L0_U10233_D2,gpt2-small-sae_L0_U10233_D3,gpt2-small-sae_L0_U10233_D4,gpt2-small-sae_L0_U10233_D5,"Text editing, looking for something, or soliciting something","Requesting, searching for, or providing help, often medical or financial, by an individual or organization","Requesting, searching for, or looking for something, especially services like legal or insurance, or items like quotes or properties","Tools/software, specifically an editor","Looking for, searching, or requesting something, often professional help or advice",0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5760032787321054,0.6118310325246444,0.5488223375293845,0.6747341349879434,0.7089166045188904,0.320897083229001,0.7663516998291016,0.35073534543899687,0.7829830646514893,0.34729186610628027,0.5688566447547837,0.320897083229001,0.7829830646514893,0.16617228953589458
gpt2-small-sae,0,10917,gpt2-small-sae_L0_U10917_D1,gpt2-small-sae_L0_U10917_D2,gpt2-small-sae_L0_U10917_D3,gpt2-small-sae_L0_U10917_D4,gpt2-small-sae_L0_U10917_D5,"Places of social gathering or consumption, often related to intoxication or close relationships",Alcoholic beverages and mixed drinks,"Themes of close relationships, entertainment, and places where social interaction occurs","Nightlife, entertainment, or alcohol-serving establishments, often related to LGBTQ+ community","The highlighted words relate to intoxicants, particularly alcoholic beverages, and their consumption, sometimes in problematic contexts like during pregnancy or driving under the influence, and sometimes in the context of public health measures like mandatory warning labels or industry resistance to such regulations",0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5567821264266968,0.6842654535612206,0.6647427082061768,0.5598365593151419,0.4222818361352787,0.5676556825637817,0.5828836461444364,0.5850101956719054,0.3390806307052492,0.4495892882836745,0.5412128127013562,0.3390806307052492,0.6842654535612206,0.10201161772165099
gpt2-small-sae,0,13767,gpt2-small-sae_L0_U13767_D1,gpt2-small-sae_L0_U13767_D2,gpt2-small-sae_L0_U13767_D3,gpt2-small-sae_L0_U13767_D4,gpt2-small-sae_L0_U13767_D5,"Events, classes, or establishments with schedules, times, dates, costs, or locations",Strong opinions or demands,"Website/software features, functionalities, services, and businesses, especially related to online businesses, e-commerce, or website development","A discussion of product features or specifications, often in a comparative context",Negative customer feedback about products,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.2833164294580921,0.39954272511346856,0.3818146288394928,0.19853425025939941,0.24804113840321607,0.3667874793067625,0.33992721558485095,0.4882105595940027,0.28227381215847713,0.4140956997871399,0.34025439385049017,0.19853425025939941,0.4882105595940027,0.08275361000696381
gpt2-small-sae,0,14315,gpt2-small-sae_L0_U14315_D1,gpt2-small-sae_L0_U14315_D2,gpt2-small-sae_L0_U14315_D3,gpt2-small-sae_L0_U14315_D4,gpt2-small-sae_L0_U14315_D5,"Visual art, including creating drawings, displaying them in a room, and showcasing them in exhibitions","Events like meetings, conferences, exhibitions, and presentations","Events, particularly conferences and exhibitions, and their related activities, like presentations or drawing board displays","Formal gatherings, often related to government or business, such as meetings, conferences, and hearings","Formal or informal gatherings, including conferences, meetings, exhibitions, hearings, presentations and exhibits",0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.42049542543319385,0.5467159422209307,0.3138969949545273,0.4432373344898224,0.8919122815132141,0.6916146278381348,0.7972954153208562,0.6251233220100403,0.7543744669668221,0.8480824484849709,0.6332748259232511,0.3138969949545273,0.8919122815132141,0.18680403238171817
gpt2-small-sae,0,16192,gpt2-small-sae_L0_U16192_D1,gpt2-small-sae_L0_U16192_D2,gpt2-small-sae_L0_U16192_D3,gpt2-small-sae_L0_U16192_D4,gpt2-small-sae_L0_U16192_D5,"Software updates, adjustments, or repairs","Positions, stances, or situations","Locations related to food service, lodging, or entertainment and the ability to travel to or within them, especially by methods of self-propulsion","Modes of locomotion, especially flying and standing",Inability to tolerate something,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.2566409707069397,0.2501996010422949,0.20145517587661743,0.1448945254087448,0.3930235866890207,0.5007285475730896,0.4037124514579773,0.5481815011393139,0.2886537141410288,0.3175911605358124,0.33050812345708397,0.1448945254087448,0.5481815011393139,0.1227009676069475
gpt2-small-sae,0,18124,gpt2-small-sae_L0_U18124_D1,gpt2-small-sae_L0_U18124_D2,gpt2-small-sae_L0_U18124_D3,gpt2-small-sae_L0_U18124_D4,gpt2-small-sae_L0_U18124_D5,Locations or establishments and their descriptions or attributes,"Website/software development, marketing, and financial services/products","Attributes of products related to materials, sizes/dimensions, and/or color","Culinary experiences, including cooking, eating, and describing food and meals","Religious texts, specifically the Gospels, and their historical and societal context",0.492,-0.1003564941974249,0.6888095932481814,0.492,-0.1003564941974249,0.6888095932481814,0.492,-0.1003564941974249,0.6888095932481814,0.492,-0.1003564941974249,0.6888095932481814,0.492,-0.1003564941974249,0.6888095932481814,0.28747906014198477,0.5090949838814138,0.44421475793211296,0.26010568500195097,0.35248032212257385,0.2753736972808838,0.23516321182250977,0.3683421015739441,0.27465200424194336,0.2644231617450714,0.3271328985744389,0.23516321182250977,0.5090949838814138,0.08546831014882467
gpt2-small-sae,0,28565,gpt2-small-sae_L0_U28565_D1,gpt2-small-sae_L0_U28565_D2,gpt2-small-sae_L0_U28565_D3,gpt2-small-sae_L0_U28565_D4,gpt2-small-sae_L0_U28565_D5,Female first names in close proximity to last names,"Japanese teriyaki chicken, a type of sedan, art pieces featuring wood, sugary food/drinks, gameplay mechanics, leggings, plumbing services, file names of furniture images",Proper names of people and software in different professional contexts,Personal names in context of personal stories or anecdotes,Proper names of people and locations,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.34317028522491455,0.5137854814529419,0.6075387001037598,0.5379635967037928,0.28749632835388184,0.3204360008239746,0.32192514408080974,0.6344786286354065,0.7366237797365333,0.6407931661133083,0.4944211111229323,0.28749632835388184,0.7366237797365333,0.15507736472918082
